id,customer_id,product_id,date,quantity
76c9aeb2-2ae7-4c19-8d72-29181db1ce86,2e183554-cae2-4e66-ae8a-781390e0a95b,25,2025-06-24,1
f2c0a0cf-bf03-48c2-b9ec-958b4d266574,092c4801-698f-44f8-a747-d24a1a46d536,39,2025-11-26,1
aefa823b-613a-4ff9-bbd1-3a438853490b,30c9c51f-c80b-4af7-9315-fafa7500f785,31,2025-11-06,5
87cb0e2a-2528-4a1b-833b-66fc797eb3e4,b18753e6-d457-4ad9-a867-a096edd877c8,47,2026-01-17,7
cc1c7204-ed5e-449b-89ee-4969030974c0,0b9bd934-23c8-4d30-9dde-7969688613db,42,2025-07-16,1
87beb021-f636-44f5-90d0-f83dadb1be7a,6118433b-882c-4d1e-ac93-a7918b60c511,21,2025-10-27,2
8802d74a-eaef-4ec2-98ec-de2b0a802167,fe7c80e9-a179-4e93-bfc8-25ac869bc00f,38,2025-10-07,2
9c48c830-6e89-44f4-9820-10d1f4c873a7,4d37a539-857d-43b3-a8ad-df36ddf275eb,23,2026-02-07,1
453417b5-55c0-4c8e-85c8-7f41dbbd3290,d664d264-4c6e-47ff-b9de-7a3a486822b9,36,2025-04-27,1
958c9cfd-a783-4a8f-815e-38051928aae5,0f5ae9d3-8e6e-4003-a14f-3f12cfd01cbd,22,2025-06-21,3
3de667f9-bfc4-4c0e-acdf-e0ffc5ed3982,5683ede0-17d5-4563-ba60-ede1e5eb772d,47,2025-11-18,4
851b9860-31e6-4645-853f-4f7e96b6a287,30ac7d7b-a2f9-43a3-b810-ae665a31b4cc,39,2025-05-28,1
5032739c-2e0f-4484-be43-541ab0b6148c,8de1596c-5a9a-406a-96f1-42a206b919aa,30,2025-08-28,1
11654cb3-d4e9-4a65-822b-7e76ac3cbe34,290e3e89-4b9c-42f4-a8e5-c8cdb4146e4a,12,2025-01-06,1
af7ce609-1a99-4ae0-8677-b81d1902c93b,66414954-c798-4445-86a3-cc71ff2f6883,15,2025-07-15,1
407c4370-4886-474c-b9aa-06f5382bab11,03db7a2e-5313-40e0-af25-37cea206527c,15,2025-03-26,5
0e8fd00b-1789-46de-9e90-d10706113bfe,84396fc0-c26e-4706-bc05-9799bdae8eff,39,2026-02-16,3
3781d306-d5e0-4664-a4db-04c8a8174c85,82ac7e1d-ac56-4da6-9339-1df45ae86d18,18,2026-02-21,2
f5321352-b544-48e4-9f2d-a344a3596667,77d21e02-ff01-4f99-988c-24c961b1cd22,32,2025-02-22,9
603ecfef-2141-4a14-9acc-b00ddb3fb4a2,3579c143-7ab9-4428-b78e-65108f10d33e,14,2025-10-15,1
cd9e84ec-90e9-4294-a5dd-2836e65fa9fa,7eef09ab-da14-4a47-b823-51d9d94df188,34,2026-02-28,3
2f2bdc13-b216-4b5a-9c60-57fee5605cfb,78e3654b-faf1-4ff0-bb85-179ad5b077e0,23,2025-04-21,8
13620119-efa9-40a3-a915-1364778a669f,5274ee11-b61d-4906-a570-35db3fead90a,19,2025-10-07,10
c4f4b844-46c1-42a5-bec8-8839ec35c3de,a6f2f7b8-0cf3-4b58-9910-8be58ce21ea3,15,2025-07-07,1
c5268f0f-c516-4394-aae6-787ee744aa30,b11af726-2d5d-4395-a901-a768ebd14b0c,39,2025-05-22,1
46fc4ff2-12f1-48bd-87de-01a929769b0f,eec259dc-7f95-497c-a76a-a6ced50755d9,49,2025-12-07,1
fef72410-5528-4c45-a37a-a99961ff1d9a,eb4d8f42-8735-40a2-a511-09611869a217,40,2025-01-27,1
2d8cc973-43c1-436c-9013-b7a3f4a29332,5c375254-a8fc-4690-a9b1-c4a1da221b85,46,2025-07-12,2
335f0d14-edb7-44e4-babb-66097de17a85,16db80db-a543-448e-9adf-e9816ab19e15,49,2025-09-25,2
1bc2197e-7df7-4791-a53e-62ba2dae62c0,7a4a902f-21d6-4b0f-b1ac-040d6c1cc405,2,2025-03-05,2
9d2ce51b-37e8-4d71-ae66-a273c4ca00d7,7aa061e9-336b-40cb-b1fe-ad13f280df1d,13,2025-10-09,1
424d9430-b724-49b7-b10b-7fa9e9a0c20d,b9da5f8c-4e35-4a80-a027-9a186576a410,48,2025-02-15,2
ba40662f-9243-4301-9206-8ad612aada4b,05628059-568c-469b-9064-005c3985c3cf,37,2025-04-20,1
7f695b97-e581-4601-84cd-c4e87225539d,d28fcf68-c871-47b3-8468-b74d85e3ade5,7,2025-03-07,1
09af9883-eed2-4f94-8038-dc84a3ed033a,02106371-0260-4123-b1ef-e72aae13591e,7,2025-10-19,3
546fcba3-b336-4143-a6cf-bf5144352e6f,9191b363-4e2d-4645-adc7-cac7fd72b050,9,2026-02-01,1
b525a4d9-83f0-43fd-80f2-baa4931b9fae,7d66971e-8847-4c56-827c-9f8cd40ac5e9,32,2026-02-16,10
6766d37b-6fa1-49a5-ba67-58707d9d2b3b,f3476736-37ec-47a6-8b27-b0795c5d3f1b,28,2026-01-05,2
11f20d9b-c90e-4689-8ff1-4c0ec7eb7d43,6a36af18-06d3-4b93-ae33-688d597e6845,11,2025-08-25,5
b0736dd1-f443-464c-a269-9a4400d8c046,9cc05b67-a19b-424a-abfc-2a47565f1491,15,2025-12-25,1
8909b003-9136-4530-9f07-33df7b68b323,861b4f5b-45a0-4539-ade8-370ace9e9ebd,37,2026-02-14,1
4d862412-ae8c-497b-955c-4e185be2124f,d631c383-3030-44d0-b2c8-47439027e770,43,2025-06-25,1
a5a6ab3a-f575-4b77-bf3c-6d4ea1dc9cab,67294d3c-4681-4a88-ac15-4804099759a3,41,2025-02-09,4
570e5af5-f5ff-4705-9a74-a05688dd44cc,1e0d02b5-fe74-42cd-9d83-ad037066e289,47,2025-02-05,9
4a3abb3a-c439-4fcf-82ad-0d9775aaecb0,2db13deb-ee6f-4bea-8df7-164713769ff9,49,2025-10-11,9
f7aeede8-0a11-4bac-8df2-1ad52d36db7e,6994bf84-50d3-4a03-8cd7-608f3adcb38c,26,2025-06-18,8
63dde733-b225-474e-8c82-c44530e59543,f1f71605-a79e-4626-b707-ac0e0d96feb3,10,2026-01-28,9
7c8b7f1e-5bf8-4967-b057-fcd4a1701e8e,97d7a560-adb1-4670-ad9f-b00d4882d73c,25,2025-02-07,5
3080bed6-bc3e-44af-b01f-b3eaa1fe9bc6,2a96e1e2-7194-4ae2-99ba-d7aedf615a5c,16,2025-03-03,8
ff12fe28-b840-4136-867e-4b72316e8645,2067bdac-88bd-43d1-b540-b30e039f3a25,4,2025-09-17,1
caf0f442-1020-48e6-a386-44e07d3e5830,7b3a4e3e-7c52-4a17-a80a-c07a2a935d62,35,2025-08-25,1
f7073712-88b0-4b77-bfeb-4cf34ec77371,cc1b4157-ec9f-4c54-9e0a-72ab7f5db163,15,2026-01-01,1
0433fd20-feee-43e1-b771-67007305cd23,13c37b5d-bbf8-4a91-b7a9-f824eafa4d5b,37,2025-01-17,2
b8943df8-c9ab-4a91-9674-b9e20e5995aa,373aedf8-431e-430f-8387-f74d1149d096,30,2025-01-19,8
a762b59c-ce9e-4929-b630-8a601e4182bb,13106665-aec2-4b19-bbc3-98d82d6bc882,9,2025-10-20,7
dec56dc3-ad96-4213-b0a9-b97f7557c28c,9e3c5a88-6aa5-4e6d-9277-9574c4576cc3,27,2026-01-18,1
3ba4f2ba-9450-4024-bdb5-8d062621d32d,39a0f145-a5ba-4050-b8aa-76dfdb6ba39b,45,2026-02-10,1
7d283421-243f-45fe-bc47-16ad0970d09d,309a083a-0c9e-4060-b66c-7331a1722ee3,28,2025-10-14,3
9e4da214-eb03-4c4e-a83c-dff978a1d988,d51b1974-de66-4dd0-a5ce-2a21ed3e2846,39,2025-01-21,1
03ad702e-216a-4bcf-a616-dde4b388300a,5c3552b3-9437-4280-bfd4-67e77491050c,45,2025-03-17,1
d21bf733-4ead-48d3-a797-f3ae0cca0c05,83b0b35c-dba6-4df8-b3d0-4ffb44709848,11,2025-12-14,1
d5d9a385-2bb2-4cbc-9c79-4cdb74c88361,e42c0aea-23d7-463d-9391-d017dbd4a86d,47,2025-09-16,3
1d3ae131-1b38-4581-9145-bd7fd15b5a37,71d79665-7181-4dcf-b79e-fc6e5edb0d3c,23,2025-08-06,6
1027fbf7-3877-40f0-9d99-d4c5cc96bf43,0131ff3b-6221-4670-ba36-e788f71fb9a6,31,2025-12-19,1
d5fd46d7-cfbf-4796-965c-1e3f6d1c31d6,9a1e0036-5cba-4496-a848-92402fd90ce1,23,2026-03-07,3
1eece891-5301-4fb9-a6ea-0949adab7b01,0131ff3b-6221-4670-ba36-e788f71fb9a6,10,2026-03-04,10
5253b6f7-2328-451e-8bbf-1b30937292e6,6a25542e-ffbd-4cdd-9d84-d303ccb03fc5,21,2026-01-02,1
0bab8f53-c3a4-404f-b696-5c84cb08b605,d7fa2d8d-fb2c-4025-adf4-e62d6651529e,23,2025-09-17,1
461de017-1ee9-4d3b-902f-4f5c55e39295,c4f9eccd-7630-48a7-b0ca-fdd8fc043f08,43,2025-03-03,1
5eb38ef5-b240-40ca-ab05-61676a478ddf,a491f0b2-ea1f-4a65-a27a-984d654821d0,44,2025-08-31,4
94fd0594-ecf9-4245-be5f-7e23704c19e2,83599af6-5d01-455f-a7fd-64c4a334058a,4,2025-01-18,1
a1d78199-d8ed-4649-8a82-673019977e2e,948f664a-9565-457b-a267-d32fddcbf4bc,22,2025-09-26,3
e12f3b21-0400-4940-a862-8b4ec714d549,77d2b94f-1478-4c9d-9503-0b43e3c7ca9a,2,2025-08-02,1
ed174fdd-2dee-403e-81d9-6e9601a02047,540e7d01-735d-48f3-bc61-66df515a6b43,10,2025-02-09,1
48a2a172-e30c-4ee2-97fe-b937a6d977a1,2540fbfe-e12f-46cd-96ea-f269514e1353,31,2025-07-02,9
79dbf407-c5c6-4b7d-8ad0-4982ceb28a32,53f30073-83e9-4ef4-ad7d-f5d0d3b59af7,48,2025-10-31,3
455cf668-a3cb-4e18-a4a1-67fd34c6ea9b,b5103e9c-8618-440d-95d6-a6585ce9dbbc,15,2025-08-18,3
2caf3d2f-f026-4418-bd3f-bbec697ae294,614077d3-9ec4-4a48-9773-f98d550c2fe9,37,2025-09-25,9
b79a566b-2e14-42be-98a5-47b209a18b34,5a104129-54ae-4d1b-8ce6-424dbef59fe6,15,2025-08-07,1
d3946dc7-a08f-41c6-9688-8e84f346bbe7,7b1dbca3-2286-43f8-8314-96ea2160446e,12,2025-12-09,1
8ec61be5-012b-409e-ab35-8d15590cee67,a91cf192-43e8-444b-8a45-a905badf9397,20,2025-04-14,1
fa0f01a4-87bb-4f6d-bc92-0c731e14fe04,63b664f4-0452-4779-90ff-de646edaba8c,35,2025-02-11,1
fc9dc0d0-c2d9-4cc9-9cdb-f14e5ca59057,d7665cda-fe04-4059-b985-fb6217dc8eff,39,2025-08-25,2
a05ff5e6-c534-4e41-b6d6-dc3938227b0d,061efb95-68f8-4063-aeb1-9ad201a1fb0f,30,2025-10-16,5
1cd889e2-3197-4167-8d95-ee7246c3e497,d453f867-b97e-4224-891f-691217abb863,45,2025-12-15,3
e9570a2a-f7f4-4477-9802-13baaf6c2278,dfed2c43-e256-46dc-8f54-86b7c7b5b2bc,11,2025-07-27,5
ec344cf0-ab8e-47a1-a8e6-01302d238ed1,6ecca931-ef70-4d01-8da0-3d880c6f3051,38,2025-01-19,5
35a7ac9b-48f9-4d0d-9d3b-c1d3a5159982,0d7bec04-e6e5-4b32-ac5f-12ef8085c147,47,2025-07-10,5
e3dc419d-ce1e-4d1f-9de7-df7b5594552b,a65be22b-d5a3-46d9-8362-a810a2611b8d,31,2025-11-29,1
0d6dcb42-bd8b-4603-9abb-574e0b16dac4,aab612c9-415d-474a-b5a6-69814104a8b5,6,2026-02-10,9
0770d18f-c916-4147-a875-ad5d2d06f862,ce072a52-73ed-4223-8b4e-f503f8722413,7,2025-08-01,1
3c3c9c08-e523-48a9-9223-d9061db67101,620e99d3-3b33-43d8-a69c-d696236c7b87,41,2025-11-12,1
6b47ed61-5372-4bed-946b-448297bb9fbf,eb4d8f42-8735-40a2-a511-09611869a217,20,2025-03-29,1
3ae56c8d-5360-46e7-a5fb-c1c0ad463549,37dc8c78-4082-4cda-b580-e4e959450186,31,2025-12-08,1
3cb3c9fa-191a-4b3d-ba4f-ece7537d66c6,25637cc3-ca97-4bf5-95d5-96afa663d2cd,38,2025-11-20,1
e43081aa-6022-43ff-b330-4e33deb0de7d,9e11d2cd-0930-4ef6-8a80-068ddf547e50,34,2025-04-07,2
0de92f1b-7c02-44e5-95c8-9b2d7892d145,7701f7bb-7bc6-4e1f-864e-e6e389c5b31a,27,2026-01-26,6
9c03d65c-ed8a-428c-b756-999b251adf0e,0534a101-8ddc-4719-81f3-8dd4fd034ada,27,2025-07-19,1
752e7613-22eb-49b1-9f9c-b7e06328143e,5d264b1b-6593-4659-972e-8c6882aa5c46,26,2025-11-12,1
450ab36d-f9be-47f3-9bcc-90fca1cc22d8,3735262d-4184-4b03-84dd-7054144823f7,28,2025-03-30,3
91941591-b134-458f-8837-59f82090f35e,b4209103-bca7-46eb-83ef-0f77848ac924,1,2025-01-27,1
